ticket_id,customer_tier,raw_text,actual_category
REQ-5311,Enterprise,Our contract is up in 60 days and we are not sure we will renew. This is blocking our team.,Churn Risk
REQ-5312,Enterprise,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5313,Mid-Market,Is it possible to set up custom roles and permissions for our team?,Product Question
REQ-5314,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5315,Enterprise,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5316,Mid-Market,SSO login is broken for our entire organization since the last update. We need this resolved today.,Technical Bug
REQ-5317,SMB,Webhook events stopped firing three hours ago. Our automation is down. Our entire team is affected.,Technical Bug
REQ-5318,SMB,Can I schedule automated reports to be sent to my team every Monday? Our entire team is affected.,Product Question
REQ-5319,Enterprise,The app crashed again while I was mid-presentation. Infuriating.,Technical Bug
REQ-5320,Enterprise,I think I found a security vulnerability in your login portal.,Technical Bug
REQ-5321,Enterprise,Executive sponsor has left the company and the new one is re-evaluating all tools. This is urgent.,Churn Risk
REQ-5322,Mid-Market,Is it possible to set up custom roles and permissions for our team? This is urgent.,Product Question
REQ-5323,Mid-Market,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5324,SMB,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales
REQ-5325,Mid-Market,Looking at competitors because your uptime has been terrible lately. This is our third time contacting support about this.,Churn Risk
REQ-5326,Enterprise,Can you walk us through the Enterprise security and compliance features? This is urgent.,Sales
REQ-5327,Enterprise,New team member has not received the invitation email after 24 hours. Our entire team is affected.,Access Issue
REQ-5328,SMB,What is the maximum file size for document uploads?,Product Question
REQ-5329,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. We need this resolved today.,PR Risk
REQ-5330,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. We need this resolved today.,Churn Risk
REQ-5331,Mid-Market,How do I export my data to a CSV? I cannot find the button. This is urgent.,Product Question
REQ-5332,SMB,We have documented every outage and are preparing a case against your SLA.,PR Risk
REQ-5333,SMB,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5334,SMB,This is the third billing error this quarter. I am escalating to my board. This is blocking our team.,PR Risk
REQ-5335,SMB,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question
REQ-5336,Mid-Market,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5337,SMB,"The export function silently fails -- no error message, no file. ASAP please.",Technical Bug
REQ-5338,Mid-Market,Fastest support response I have ever received from any SaaS vendor. Our entire team is affected.,Praise
REQ-5339,Enterprise,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5340,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. We need this resolved today.,Technical Bug
REQ-5341,SMB,Looking at competitors because your uptime has been terrible lately.,Churn Risk
REQ-5342,Enterprise,Refunding this now or I am taking this to social media. Charged twice!,PR Risk
REQ-5343,SMB,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5344,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5345,Mid-Market,How do I export my data to a CSV? I cannot find the button. This is blocking our team.,Product Question
REQ-5346,Enterprise,Three of our team members have stopped using the platform entirely. We need this resolved today.,Churn Risk
REQ-5347,SMB,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question
REQ-5348,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is our third time contacting support about this.,Praise
REQ-5349,Enterprise,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk
REQ-5350,SMB,Can you walk us through the Enterprise security and compliance features? This is blocking our team.,Sales
REQ-5351,Mid-Market,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5352,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. We need this resolved today.,Churn Risk
REQ-5353,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. We need this resolved today.,Sales
REQ-5354,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise
REQ-5355,Enterprise,I think I found a security vulnerability in your login portal. This is urgent.,Technical Bug
REQ-5356,Mid-Market,I am posting a public review about this experience unless resolved today. This is blocking our team.,PR Risk
REQ-5357,SMB,I am posting a public review about this experience unless resolved today.,PR Risk
REQ-5358,Enterprise,I think I found a security vulnerability in your login portal. This is urgent.,Technical Bug
REQ-5359,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. Our entire team is affected.,Churn Risk
REQ-5360,Enterprise,I think I found a security vulnerability in your login portal.,Technical Bug
REQ-5361,Mid-Market,Is there a discount available for non-profit organizations?,Sales
REQ-5362,SMB,We are evaluating other vendors. Your pricing has become hard to justify. ASAP please.,Churn Risk
REQ-5363,Mid-Market,Can I schedule automated reports to be sent to my team every Monday? This is blocking our team.,Product Question
REQ-5364,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is urgent.,Churn Risk
REQ-5365,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. ASAP please.,PR Risk
REQ-5366,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. Our entire team is affected.,Technical Bug
REQ-5367,SMB,Two-factor authentication is failing for three members of my team. This is our third time contacting support about this.,Access Issue
REQ-5368,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5369,SMB,My CEO is cc'd on this email. We need an executive response today.,PR Risk
REQ-5370,SMB,Looking at competitors because your uptime has been terrible lately.,Churn Risk
REQ-5371,Mid-Market,Is there a discount available for non-profit organizations? This is urgent.,Sales
REQ-5372,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5373,Enterprise,Two-factor authentication is failing for three members of my team. This is our third time contacting support about this.,Access Issue
REQ-5374,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is urgent.,Technical Bug
REQ-5375,Mid-Market,Does the platform support SAML-based SSO with Okta? This is blocking our team.,Product Question
REQ-5376,SMB,My CEO is cc'd on this email. We need an executive response today. ASAP please.,PR Risk
REQ-5377,Enterprise,I am posting a public review about this experience unless resolved today. This is blocking our team.,PR Risk
REQ-5378,SMB,My CEO is cc'd on this email. We need an executive response today. This is urgent.,PR Risk
REQ-5379,SMB,New team member has not received the invitation email after 24 hours. ASAP please.,Access Issue
REQ-5380,SMB,Is there a discount available for non-profit organizations?,Sales
REQ-5381,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. Our entire team is affected.,Technical Bug
REQ-5382,SMB,What is the maximum file size for document uploads?,Product Question
REQ-5383,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5384,SMB,Data is not syncing between the mobile app and the web dashboard.,Technical Bug
REQ-5385,SMB,The search function returns incorrect results for any query with special characters. This is our third time contacting support about this.,Technical Bug
REQ-5386,Enterprise,Is there a discount available for non-profit organizations?,Sales
REQ-5387,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5388,Enterprise,SSO login is broken for our entire organization since the last update. This is urgent.,Technical Bug
REQ-5389,Mid-Market,Does the platform support SAML-based SSO with Okta? This is urgent.,Product Question
REQ-5390,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5391,Enterprise,Executive sponsor has left the company and the new one is re-evaluating all tools. We need this resolved today.,Churn Risk
REQ-5392,SMB,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5393,Mid-Market,Two-factor authentication is failing for three members of my team. We need this resolved today.,Access Issue
REQ-5394,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down. This is our third time contacting support about this.,Technical Bug
REQ-5395,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5396,Mid-Market,The app crashed again while I was mid-presentation. Infuriating. ASAP please.,Technical Bug
REQ-5397,Mid-Market,"The export function silently fails -- no error message, no file. This is urgent.",Technical Bug
REQ-5398,SMB,Our legal team is reviewing our contract due to this ongoing service outage. ASAP please.,PR Risk
REQ-5399,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5400,SMB,"The export function silently fails -- no error message, no file. This is blocking our team.",Technical Bug
REQ-5401,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5402,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5403,Mid-Market,Is there a discount available for non-profit organizations?,Sales
REQ-5404,SMB,Is it possible to set up custom roles and permissions for our team?,Product Question
REQ-5405,Mid-Market,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5406,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked. This is blocking our team.,Access Issue
REQ-5407,Enterprise,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk
REQ-5408,Mid-Market,Can you walk us through the Enterprise security and compliance features? Our entire team is affected.,Sales
REQ-5409,SMB,What is the maximum file size for document uploads?,Product Question
REQ-5410,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. This is our third time contacting support about this.,PR Risk
REQ-5411,SMB,Your service caused us to miss a client deadline. We are seeking damages. ASAP please.,PR Risk
REQ-5412,Mid-Market,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5413,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5414,Mid-Market,Does the platform support SAML-based SSO with Okta?,Product Question
REQ-5415,Enterprise,We have documented every outage and are preparing a case against your SLA. This is urgent.,PR Risk
REQ-5416,SMB,Two-factor authentication is failing for three members of my team. We need this resolved today.,Access Issue
REQ-5417,SMB,Webhook events stopped firing three hours ago. Our automation is down. Our entire team is affected.,Technical Bug
REQ-5418,SMB,Does the platform support SAML-based SSO with Okta? Our entire team is affected.,Product Question
REQ-5419,SMB,We have documented every outage and are preparing a case against your SLA. This is our third time contacting support about this.,PR Risk
REQ-5420,Enterprise,Looking at competitors because your uptime has been terrible lately. This is our third time contacting support about this.,Churn Risk
REQ-5421,SMB,Can I schedule automated reports to be sent to my team every Monday? This is urgent.,Product Question
REQ-5422,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk
REQ-5423,Mid-Market,Is there a discount available for non-profit organizations? ASAP please.,Sales
REQ-5424,Mid-Market,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5425,SMB,My CEO is cc'd on this email. We need an executive response today. Our entire team is affected.,PR Risk
REQ-5426,Enterprise,How do I export my data to a CSV? I cannot find the button.,Product Question
REQ-5427,SMB,Your onboarding specialist went above and beyond for our team. This is blocking our team.,Praise
REQ-5428,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5429,Enterprise,Can I schedule automated reports to be sent to my team every Monday? We need this resolved today.,Product Question
REQ-5430,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5431,SMB,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5432,Enterprise,How do I export my data to a CSV? I cannot find the button.,Product Question
REQ-5433,Mid-Market,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5434,Mid-Market,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5435,SMB,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5436,SMB,Three of our team members have stopped using the platform entirely. This is our third time contacting support about this.,Churn Risk
REQ-5437,Mid-Market,"The export function silently fails -- no error message, no file. ASAP please.",Technical Bug
REQ-5438,SMB,Can you walk us through the Enterprise security and compliance features? This is urgent.,Sales
REQ-5439,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage. This is urgent.,PR Risk
REQ-5440,SMB,Data is not syncing between the mobile app and the web dashboard. Our entire team is affected.,Technical Bug
REQ-5441,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk
REQ-5442,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped.,Churn Risk
REQ-5443,SMB,This is the third billing error this quarter. I am escalating to my board. ASAP please.,PR Risk
REQ-5444,Mid-Market,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5445,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5446,SMB,What is the maximum file size for document uploads?,Product Question
REQ-5447,Mid-Market,We are evaluating other vendors. Your pricing has become hard to justify. We need this resolved today.,Churn Risk
REQ-5448,SMB,My CEO is cc'd on this email. We need an executive response today. This is our third time contacting support about this.,PR Risk
REQ-5449,Mid-Market,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk
REQ-5450,SMB,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5451,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5452,Mid-Market,Three of our team members have stopped using the platform entirely. We need this resolved today.,Churn Risk
REQ-5453,SMB,Looking at competitors because your uptime has been terrible lately. This is blocking our team.,Churn Risk
REQ-5454,Mid-Market,Refunding this now or I am taking this to social media. Charged twice!,PR Risk
REQ-5455,SMB,"The export function silently fails -- no error message, no file. ASAP please.",Technical Bug
REQ-5456,Mid-Market,Webhook events stopped firing three hours ago. Our automation is down.,Technical Bug
REQ-5457,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales
REQ-5458,SMB,I am posting a public review about this experience unless resolved today. Our entire team is affected.,PR Risk
REQ-5459,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. This is our third time contacting support about this.,PR Risk
REQ-5460,Mid-Market,Just wanted to say the support team is doing a phenomenal job. Our entire team is affected.,Praise
REQ-5461,SMB,We have a budget approval for an annual contract. What are the next steps? This is blocking our team.,Sales
REQ-5462,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is our third time contacting support about this.,PR Risk
REQ-5463,Enterprise,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5464,SMB,Is there a discount available for non-profit organizations? This is urgent.,Sales
REQ-5465,SMB,We have documented every outage and are preparing a case against your SLA. We need this resolved today.,PR Risk
REQ-5466,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5467,SMB,Three of our team members have stopped using the platform entirely. This is our third time contacting support about this.,Churn Risk
REQ-5468,Mid-Market,API returning 500 errors on every POST request since this morning. This is urgent.,Technical Bug
REQ-5469,Mid-Market,My CEO is cc'd on this email. We need an executive response today.,PR Risk
REQ-5470,Mid-Market,We are ready to move from the Free plan to Enterprise. Please send a quote. This is our third time contacting support about this.,Sales
REQ-5471,SMB,The app crashed again while I was mid-presentation. Infuriating. We need this resolved today.,Technical Bug
REQ-5472,SMB,Looking at competitors because your uptime has been terrible lately. We need this resolved today.,Churn Risk
REQ-5473,SMB,The app crashed again while I was mid-presentation. Infuriating. This is urgent.,Technical Bug
REQ-5474,Mid-Market,What is the maximum file size for document uploads?,Product Question
REQ-5475,Mid-Market,The new dashboard update is exactly what we asked for. Thank you.,Praise
REQ-5476,SMB,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5477,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. ASAP please.,Churn Risk
REQ-5478,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5479,SMB,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5480,SMB,The password reset link expired before I could use it. Please resend. This is urgent.,Access Issue
REQ-5481,SMB,Is it possible to set up custom roles and permissions for our team?,Product Question
REQ-5482,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. This is urgent.,Churn Risk
REQ-5483,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5484,Mid-Market,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5485,Enterprise,I am posting a public review about this experience unless resolved today.,PR Risk
REQ-5486,SMB,Just wanted to say the support team is doing a phenomenal job. We need this resolved today.,Praise
REQ-5487,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5488,SMB,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5489,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. This is urgent.,Churn Risk
REQ-5490,SMB,"The export function silently fails -- no error message, no file.",Technical Bug
REQ-5491,Mid-Market,Is it possible to set up custom roles and permissions for our team?,Product Question
REQ-5492,SMB,Fastest support response I have ever received from any SaaS vendor. ASAP please.,Praise
REQ-5493,SMB,Our contract is up in 60 days and we are not sure we will renew. Our entire team is affected.,Churn Risk
REQ-5494,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools.,Churn Risk
REQ-5495,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools. This is urgent.,Churn Risk
REQ-5496,SMB,Two-factor authentication is failing for three members of my team. Our entire team is affected.,Access Issue
REQ-5497,SMB,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise
REQ-5498,Enterprise,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise
REQ-5499,SMB,Three of our team members have stopped using the platform entirely. Our entire team is affected.,Churn Risk
REQ-5500,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. This is blocking our team.,PR Risk
REQ-5501,Mid-Market,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk
REQ-5502,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked. This is urgent.,Access Issue
REQ-5503,SMB,How do I export my data to a CSV? I cannot find the button.,Product Question
REQ-5504,SMB,Is there a discount available for non-profit organizations? This is blocking our team.,Sales
REQ-5505,Enterprise,Data is not syncing between the mobile app and the web dashboard. This is our third time contacting support about this.,Technical Bug
REQ-5506,SMB,What is the maximum file size for document uploads? We need this resolved today.,Product Question
REQ-5507,SMB,I think I found a security vulnerability in your login portal. ASAP please.,Technical Bug
REQ-5508,Mid-Market,We have documented every outage and are preparing a case against your SLA.,PR Risk
REQ-5509,Mid-Market,I cannot log in after your maintenance window ended. Account appears locked.,Access Issue
REQ-5510,Mid-Market,Fastest support response I have ever received from any SaaS vendor. ASAP please.,Praise
REQ-5511,SMB,The app crashed again while I was mid-presentation. Infuriating. ASAP please.,Technical Bug
REQ-5512,Mid-Market,Fastest support response I have ever received from any SaaS vendor. ASAP please.,Praise
REQ-5513,SMB,I am posting a public review about this experience unless resolved today. Our entire team is affected.,PR Risk
REQ-5514,Mid-Market,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5515,Mid-Market,Is it possible to set up custom roles and permissions for our team? We need this resolved today.,Product Question
REQ-5516,Enterprise,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5517,Mid-Market,SSO login is broken for our entire organization since the last update. This is our third time contacting support about this.,Technical Bug
REQ-5518,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5519,Mid-Market,Our contract is up in 60 days and we are not sure we will renew. Our entire team is affected.,Churn Risk
REQ-5520,Mid-Market,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales
REQ-5521,Enterprise,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise
REQ-5522,Enterprise,This is the third billing error this quarter. I am escalating to my board.,PR Risk
REQ-5523,Mid-Market,Two-factor authentication is failing for three members of my team. This is urgent.,Access Issue
REQ-5524,SMB,I cannot log in after your maintenance window ended. Account appears locked. This is urgent.,Access Issue
REQ-5525,SMB,API returning 500 errors on every POST request since this morning. This is blocking our team.,Technical Bug
REQ-5526,Enterprise,The password reset link expired before I could use it. Please resend. ASAP please.,Access Issue
REQ-5527,Mid-Market,I will be filing a formal complaint with the regulator if this is not addressed. We need this resolved today.,PR Risk
REQ-5528,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5529,SMB,Can you walk us through the Enterprise security and compliance features?,Sales
REQ-5530,SMB,We want to add 50 more seats to our current plan. Who should I talk to? This is urgent.,Sales
REQ-5531,Enterprise,Our legal team is reviewing our contract due to this ongoing service outage. This is our third time contacting support about this.,PR Risk
REQ-5532,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk
REQ-5533,Mid-Market,Our contract is up in 60 days and we are not sure we will renew.,Churn Risk
REQ-5534,SMB,I think I found a security vulnerability in your login portal.,Technical Bug
REQ-5535,SMB,Refunding this now or I am taking this to social media. Charged twice! This is urgent.,PR Risk
REQ-5536,Mid-Market,Data is not syncing between the mobile app and the web dashboard. ASAP please.,Technical Bug
REQ-5537,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5538,SMB,Our contract is up in 60 days and we are not sure we will renew. We need this resolved today.,Churn Risk
REQ-5539,SMB,This is the third billing error this quarter. I am escalating to my board. We need this resolved today.,PR Risk
REQ-5540,SMB,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5541,Mid-Market,What is the maximum file size for document uploads?,Product Question
REQ-5542,SMB,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5543,SMB,The app crashed again while I was mid-presentation. Infuriating. This is blocking our team.,Technical Bug
REQ-5544,SMB,Fastest support response I have ever received from any SaaS vendor. This is our third time contacting support about this.,Praise
REQ-5545,Mid-Market,We have a budget approval for an annual contract. What are the next steps? ASAP please.,Sales
REQ-5546,Enterprise,I will be filing a formal complaint with the regulator if this is not addressed.,PR Risk
REQ-5547,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5548,SMB,The password reset link expired before I could use it. Please resend.,Access Issue
REQ-5549,Mid-Market,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5550,Mid-Market,Is there a discount available for non-profit organizations? This is blocking our team.,Sales
REQ-5551,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote. This is urgent.,Sales
REQ-5552,Mid-Market,We have documented every outage and are preparing a case against your SLA.,PR Risk
REQ-5553,SMB,Executive sponsor has left the company and the new one is re-evaluating all tools. ASAP please.,Churn Risk
REQ-5554,Mid-Market,New team member has not received the invitation email after 24 hours. This is our third time contacting support about this.,Access Issue
REQ-5555,Enterprise,"The export function silently fails -- no error message, no file.",Technical Bug
REQ-5556,Mid-Market,Can I schedule automated reports to be sent to my team every Monday? ASAP please.,Product Question
REQ-5557,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5558,Mid-Market,SSO login is broken for our entire organization since the last update.,Technical Bug
REQ-5559,Enterprise,I am posting a public review about this experience unless resolved today. This is our third time contacting support about this.,PR Risk
REQ-5560,Enterprise,The password reset link expired before I could use it. Please resend. Our entire team is affected.,Access Issue
REQ-5561,SMB,New team member has not received the invitation email after 24 hours.,Access Issue
REQ-5562,SMB,SSO login is broken for our entire organization since the last update. This is blocking our team.,Technical Bug
REQ-5563,SMB,This is the third billing error this quarter. I am escalating to my board. This is our third time contacting support about this.,PR Risk
REQ-5564,Enterprise,Is there a discount available for non-profit organizations? Our entire team is affected.,Sales
REQ-5565,SMB,Is it possible to set up custom roles and permissions for our team? Our entire team is affected.,Product Question
REQ-5566,Mid-Market,"The export function silently fails -- no error message, no file.",Technical Bug
REQ-5567,SMB,Is there a discount available for non-profit organizations?,Sales
REQ-5568,SMB,I will be filing a formal complaint with the regulator if this is not addressed. Our entire team is affected.,PR Risk
REQ-5569,Mid-Market,Your onboarding specialist went above and beyond for our team. ASAP please.,Praise
REQ-5570,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is urgent.,Churn Risk
REQ-5571,SMB,Our contract is up in 60 days and we are not sure we will renew. This is blocking our team.,Churn Risk
REQ-5572,Mid-Market,How do I export my data to a CSV? I cannot find the button. ASAP please.,Product Question
REQ-5573,SMB,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5574,Enterprise,We are ready to move from the Free plan to Enterprise. Please send a quote.,Sales
REQ-5575,SMB,We are evaluating other vendors. Your pricing has become hard to justify.,Churn Risk
REQ-5576,Mid-Market,Can you walk us through the Enterprise security and compliance features? This is our third time contacting support about this.,Sales
REQ-5577,SMB,API returning 500 errors on every POST request since this morning.,Technical Bug
REQ-5578,SMB,Your onboarding specialist went above and beyond for our team.,Praise
REQ-5579,Mid-Market,Your service caused us to miss a client deadline. We are seeking damages. We need this resolved today.,PR Risk
REQ-5580,SMB,Is there a discount available for non-profit organizations? This is our third time contacting support about this.,Sales
REQ-5581,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5582,SMB,Is it possible to set up custom roles and permissions for our team? This is our third time contacting support about this.,Product Question
REQ-5583,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5584,SMB,Is there a discount available for non-profit organizations? Our entire team is affected.,Sales
REQ-5585,Enterprise,We are evaluating other vendors. Your pricing has become hard to justify. We need this resolved today.,Churn Risk
REQ-5586,Mid-Market,Our legal team is reviewing our contract due to this ongoing service outage. ASAP please.,PR Risk
REQ-5587,SMB,We want to add 50 more seats to our current plan. Who should I talk to?,Sales
REQ-5588,SMB,Looking at competitors because your uptime has been terrible lately.,Churn Risk
REQ-5589,Mid-Market,Fastest support response I have ever received from any SaaS vendor. This is blocking our team.,Praise
REQ-5590,SMB,What is the maximum file size for document uploads? We need this resolved today.,Product Question
REQ-5591,SMB,Your service caused us to miss a client deadline. We are seeking damages.,PR Risk
REQ-5592,Mid-Market,Is it possible to set up custom roles and permissions for our team? This is urgent.,Product Question
REQ-5593,Mid-Market,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is our third time contacting support about this.,Churn Risk
REQ-5594,SMB,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5595,Mid-Market,Three of our team members have stopped using the platform entirely. ASAP please.,Churn Risk
REQ-5596,Mid-Market,"The export function silently fails -- no error message, no file. This is our third time contacting support about this.",Technical Bug
REQ-5597,Mid-Market,My CEO is cc'd on this email. We need an executive response today. We need this resolved today.,PR Risk
REQ-5598,SMB,The search function returns incorrect results for any query with special characters.,Technical Bug
REQ-5599,SMB,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5600,Mid-Market,Two-factor authentication is failing for three members of my team. ASAP please.,Access Issue
REQ-5601,SMB,I will be filing a formal complaint with the regulator if this is not addressed. This is urgent.,PR Risk
REQ-5602,SMB,Can I schedule automated reports to be sent to my team every Monday?,Product Question
REQ-5603,SMB,We have a budget approval for an annual contract. What are the next steps?,Sales
REQ-5604,SMB,We expected the roadmap feature by Q2. It is now Q4 and nothing has shipped. This is urgent.,Churn Risk
REQ-5605,SMB,I cannot log in after your maintenance window ended. Account appears locked. This is our third time contacting support about this.,Access Issue
REQ-5606,SMB,Two-factor authentication is failing for three members of my team.,Access Issue
REQ-5607,Mid-Market,I think I found a security vulnerability in your login portal. Our entire team is affected.,Technical Bug
REQ-5608,Mid-Market,This is the third billing error this quarter. I am escalating to my board. This is urgent.,PR Risk
REQ-5609,SMB,Three of our team members have stopped using the platform entirely. ASAP please.,Churn Risk
REQ-5610,Enterprise,Webhook events stopped firing three hours ago. Our automation is down. This is our third time contacting support about this.,Technical Bug
REQ-5611,Enterprise,I cannot log in after your maintenance window ended. Account appears locked. This is blocking our team.,Access Issue
REQ-5612,Mid-Market,Looking at competitors because your uptime has been terrible lately. We need this resolved today.,Churn Risk
REQ-5613,SMB,Two-factor authentication is failing for three members of my team. This is blocking our team.,Access Issue
REQ-5614,Mid-Market,Three of our team members have stopped using the platform entirely.,Churn Risk
REQ-5615,Mid-Market,The password reset link expired before I could use it. Please resend. ASAP please.,Access Issue
REQ-5616,SMB,The new dashboard update is exactly what we asked for. Thank you. ASAP please.,Praise
REQ-5617,SMB,Fastest support response I have ever received from any SaaS vendor.,Praise
REQ-5618,Mid-Market,Just wanted to say the support team is doing a phenomenal job.,Praise
REQ-5619,SMB,Our legal team is reviewing our contract due to this ongoing service outage. This is urgent.,PR Risk
REQ-5620,Mid-Market,Just wanted to say the support team is doing a phenomenal job. This is blocking our team.,Praise
REQ-5621,Mid-Market,Just wanted to say the support team is doing a phenomenal job. Our entire team is affected.,Praise
REQ-5622,Enterprise,Our legal team is reviewing our contract due to this ongoing service outage.,PR Risk
REQ-5623,Mid-Market,New team member has not received the invitation email after 24 hours. This is blocking our team.,Access Issue
